address_state,emp_length,grade,home_ownership,purpose,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,is_bad_loan,predicted_default_risk
NC,8 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,28000.0,0.2156,142.04,0.0849,4500,11,1,1
CA,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,54000.0,0.0907,247.53,0.0714,8000,19,1,1
RI,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,36000.0,0.0813,68.23,0.0729,2200,20,1,0
OH,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,50000.0,0.0732,304.8,0.0749,9800,16,1,0
RI,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,39000.0,0.0991,125.17,0.079,4000,21,1,1
MD,< 1 year,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,33612.0,0.151,280.97,0.0774,9000,16,1,1
TX,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,63600.0,0.2323,61.54,0.0676,2000,20,1,0
WV,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,76500.0,0.0,450.98,0.0749,14500,18,1,1
FL,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,150000.0,0.1575,316.11,0.0859,10000,35,1,0
AZ,3 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,37000.0,0.1339,406.66,0.0788,13000,27,1,1
NY,8 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,40000.0,0.1242,368.45,0.0662,12000,30,1,1
NY,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1259,158.06,0.0859,5000,30,1,1
WA,2 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,22800.0,0.1426,95.26,0.089,3000,44,1,0
CT,1 year,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,65000.0,0.1176,385.14,0.0963,12000,24,1,1
PA,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,36000.0,0.1407,99.45,0.0639,3250,29,1,1
FL,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,37000.0,0.2501,93.34,0.0751,3000,29,1,1
CA,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,80000.0,0.1113,375.37,0.0788,12000,38,1,1
GA,2 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,39000.0,0.2265,100.56,0.0714,3250,32,1,1
WV,3 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,43200.0,0.1889,512.39,0.0617,16800,51,1,1
NJ,6 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,50000.0,0.1008,301.6,0.0542,10000,28,1,1
IL,10+ years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.171,273.78,0.0751,8800,30,1,1
CA,3 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,78000.0,0.1169,410.32,0.0849,13000,26,1,0
VA,9 years,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1237,300.54,0.0654,15000,38,1,1
VA,< 1 year,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1237,159.47,0.0654,5200,38,1,1
MN,< 1 year,A,MORTGAGE,Debt consolidation, 36 months,Not Verified,54000.0,0.0111,456.27,0.0599,15000,52,1,0
SC,1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,80000.0,0.2172,263.66,0.1146,8000,38,1,1
FL,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,45996.0,0.1886,191.5,0.0925,6000,24,1,1
CA,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,125000.0,0.1496,485.78,0.1025,15000,36,1,1
NV,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,90000.0,0.1021,795.22,0.1183,24000,24,1,1
CA,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,73000.0,0.1724,228.32,0.1074,7000,30,1,1
MD,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,110000.0,0.1536,296.75,0.1149,9000,33,1,1
AR,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,36000.0,0.1473,291.93,0.1036,9000,29,1,0
MI,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,81000.0,0.1479,171.22,0.1008,7500,22,1,1
NV,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.1724,265.32,0.1189,8000,18,1,1
VA,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,37000.0,0.192,294.74,0.1199,8875,8,1,0
GA,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,31000.0,0.1986,403.17,0.1136,12250,43,1,0
MD,4 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,26400.0,0.1105,199.89,0.1221,6000,22,1,1
NM,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,62004.0,0.2021,193.61,0.1,6000,30,1,1
VT,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,48000.0,0.2475,272.52,0.1099,8325,23,1,1
NJ,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,69996.0,0.0722,393.5,0.1111,12000,27,1,1
CA,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,50000.0,0.1457,324.37,0.1036,10000,19,1,1
FL,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,45000.0,0.1427,724.05,0.1136,22000,32,1,1
CA,9 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,157000.0,0.0872,647.7,0.1025,20000,43,1,1
CA,< 1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,65000.0,0.1983,235.52,0.0999,7300,21,1,1
MO,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,52000.0,0.1198,196.41,0.1099,6000,12,1,1
GA,6 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,51000.0,0.1569,163.08,0.1074,5000,16,1,0
NH,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,110000.0,0.1552,257.92,0.1059,7925,20,1,0
FL,1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,35000.0,0.0741,130.94,0.1099,4000,17,1,1
MD,1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,33600.0,0.1775,387.15,0.0999,12000,11,1,1
FL,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,87000.0,0.0897,386.7,0.0991,12000,16,1,1
GA,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,63504.0,0.158,566.1,0.1218,17000,33,1,1
CA,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.1932,401.6,0.1253,12000,22,1,1
FL,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,62004.0,0.1978,264.61,0.1171,8000,38,1,1
GA,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,52000.0,0.1895,318.68,0.1269,9500,11,1,1
TX,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,33000.0,0.0749,138.23,0.1136,4200,17,1,0
AZ,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,76000.0,0.0665,557.66,0.1114,17000,22,1,1
CA,9 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,78000.0,0.1152,440.89,0.1083,13500,19,1,1
CA,< 1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,35400.0,0.0569,397.61,0.1183,12000,30,1,1
NY,3 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,182496.0,0.0926,497.01,0.1183,15000,23,1,1
FL,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,36252.0,0.0811,321.55,0.0976,10000,33,1,1
FL,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,46500.0,0.1868,278.25,0.1099,8500,29,1,1
MO,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,40000.0,0.2313,268.36,0.1269,8000,16,1,0
WI,3 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,85000.0,0.1433,603.81,0.1269,18000,30,1,1
VA,4 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,37417.0,0.1119,227.06,0.1036,7000,38,1,1
OH,6 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,26453.0,0.2155,238.15,0.1171,7200,13,1,1
MI,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,62004.0,0.0546,492.95,0.1126,15000,25,1,1
TX,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,48000.0,0.1228,99.63,0.1199,3000,16,1,1
IL,8 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,54996.0,0.1434,161.06,0.0988,5000,34,1,1
CA,8 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,40000.0,0.1608,97.53,0.1051,3000,31,1,1
CA,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,49590.0,0.1079,265.08,0.1183,8000,25,1,1
FL,8 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,39000.0,0.1954,185.23,0.1171,5600,29,1,1
OK,1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,35000.0,0.108,367.4,0.1114,11200,28,1,1
NJ,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,76145.0,0.1406,112.11,0.1149,3400,41,1,1
TX,2 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,70000.0,0.1476,165.74,0.1186,5000,17,1,1
GA,5 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,78000.0,0.1391,241.16,0.0976,7500,38,1,0
CA,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,50000.0,0.0293,242.29,0.1008,7500,17,1,1
PA,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,43700.0,0.1403,297.13,0.1158,9000,20,1,1
NV,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,95000.0,0.1696,93.24,0.1218,2800,60,1,1
OH,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,50004.0,0.1469,329.1,0.1136,10000,24,1,1
NJ,8 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,60996.0,0.1336,543.47,0.1038,16750,41,1,1
OH,6 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,42000.0,0.2323,134.18,0.1269,4000,26,1,0
CO,7 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,64000.0,0.1669,488.4,0.1062,15000,30,1,1
NJ,10+ years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,120000.0,0.0599,591.54,0.1126,18000,25,1,1
MI,4 years,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,132000.0,0.1851,818.38,0.1099,25000,41,1,1
UT,1 year,B,MORTGAGE,Debt consolidation, 36 months,Not Verified,34980.0,0.0161,197.82,0.1148,6000,26,1,1
VA,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,53004.0,0.2112,339.89,0.1361,10000,22,1,1
WI,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,33000.0,0.2284,69.56,0.1349,2050,19,1,0
CA,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,43200.0,0.2297,539.92,0.1311,16000,25,1,1
MN,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,45000.0,0.1467,548.9,0.1426,16000,17,1,1
AZ,2 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,42000.0,0.2403,464.76,0.1322,13750,31,1,1
GA,2 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,51996.0,0.1687,574.1,0.1316,17000,33,1,1
VA,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,70500.0,0.1176,654.65,0.1311,19400,15,1,1
SC,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,76000.0,0.219,506.56,0.1316,15000,40,1,1
IL,6 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,31323.0,0.1456,84.51,0.1322,2500,27,1,1
CA,8 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,81000.0,0.205,405.25,0.1316,12000,17,1,1
TX,9 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,87000.0,0.1726,477.06,0.1379,14000,19,1,0
WI,< 1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,115000.0,0.1543,475.56,0.1357,14000,23,1,1
SC,1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,62000.0,0.2063,343.48,0.1435,10000,30,1,1
CO,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,64000.0,0.2228,239.04,0.1197,7200,34,1,1
FL,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.1655,208.67,0.1523,6000,28,1,1
CA,2 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,87000.0,0.1338,504.5,0.1287,15000,42,1,1
NM,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,54000.0,0.207,51.21,0.1392,1500,16,1,1
CA,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,50400.0,0.1779,68.57,0.1422,2000,24,1,1
CA,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,65000.0,0.1241,121.27,0.1298,3600,8,1,0
TX,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,100000.0,0.1816,289.76,0.1465,8400,15,1,1
CO,5 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,72000.0,0.1488,617.12,0.1422,18000,22,1,0
CA,6 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,47000.0,0.11,108.07,0.1316,3200,12,1,1
CO,8 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,30000.0,0.1344,169.63,0.1348,5000,36,1,1
TX,< 1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,39000.0,0.1655,306.38,0.1372,9000,30,1,1
WA,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,51480.0,0.0669,148.59,0.1316,4400,22,1,1
CA,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,45000.0,0.0165,102.52,0.1399,3000,15,1,1
AZ,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.1612,245.65,0.1103,7500,54,1,1
MO,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,48000.0,0.0355,96.69,0.1348,2850,15,1,1
NH,1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,100000.0,0.159,261.99,0.1323,7750,18,1,0
MD,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,41496.0,0.0,95.93,0.1417,2800,13,1,1
NY,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,108000.0,0.2153,102.79,0.1417,3000,44,1,1
CA,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1302,155.23,0.1465,4500,40,1,1
NY,4 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,104085.0,0.0957,87.0,0.1527,2500,26,1,1
FL,5 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,45000.0,0.2147,293.21,0.1465,8500,12,1,1
GA,8 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,29664.0,0.1553,169.85,0.1357,5000,23,1,1
MS,< 1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,35280.0,0.1769,170.22,0.1166,12000,18,1,1
NV,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,50400.0,0.224,136.7,0.1399,4000,26,1,1
GA,3 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1227,287.05,0.1316,8500,17,1,1
NJ,7 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,85000.0,0.1849,160.29,0.1311,4750,39,1,1
NV,8 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,46525.0,0.1349,165.58,0.1465,4800,19,1,0
MO,< 1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,43000.0,0.0927,284.47,0.1253,8500,24,1,1
WI,9 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,140004.0,0.0553,333.25,0.1223,10000,31,1,1
CO,< 1 year,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,132000.0,0.2088,335.07,0.1261,10000,27,1,1
CA,1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.2114,272.76,0.1607,7750,36,1,1
RI,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,73700.0,0.1599,513.44,0.1411,15000,23,1,1
OR,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,23000.0,0.095,128.84,0.1727,3600,5,1,1
NJ,6 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,75000.0,0.1114,349.7,0.1562,10000,26,1,1
GA,7 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,66000.0,0.1264,516.98,0.1459,15000,17,1,1
NC,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,28000.0,0.1067,332.22,0.1562,9500,11,1,1
AZ,7 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,65000.0,0.1645,171.36,0.1562,4900,25,1,1
MO,1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,90000.0,0.0124,293.61,0.1454,8525,39,1,0
CA,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,53360.32,0.2272,206.86,0.1461,6000,24,1,1
NJ,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,43800.0,0.1266,242.52,0.1496,7000,30,1,1
MO,3 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,65000.0,0.1885,676.02,0.1411,19750,24,1,1
GA,3 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,37000.0,0.0791,412.6,0.1442,12000,15,1,1
TX,6 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,80000.0,0.1401,353.01,0.1629,10000,21,1,1
NC,9 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,62000.0,0.1965,275.53,0.1454,8000,14,1,1
OH,1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,26400.0,0.1286,363.6,0.1629,10300,7,1,1
NY,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,51000.0,0.1871,345.37,0.1474,10000,21,1,0
MI,4 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,36000.0,0.2187,330.75,0.1531,9500,14,1,1
AL,< 1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,19012.8,0.0524,120.67,0.1461,3500,12,1,1
FL,< 1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,60000.0,0.1198,424.8,0.1649,12000,26,1,1
CA,< 1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,160000.0,0.0341,524.8,0.1565,15000,10,1,1
NV,< 1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,62000.0,0.1426,848.99,0.1355,25000,23,1,1
FL,4 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,68654.0,0.1257,207.23,0.1474,6000,22,1,0
KS,1 year,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,29952.0,0.226,163.41,0.1446,4750,25,1,1
MO,10+ years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,58000.0,0.1295,206.86,0.1461,6000,29,1,1
NJ,2 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,141996.0,0.1166,442.72,0.1484,12800,35,1,1
NC,3 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,15000.0,0.1688,71.2,0.1689,2000,6,1,0
CA,4 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,71028.0,0.1439,351.33,0.1595,10000,16,1,1
TX,5 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,155000.0,0.1767,292.94,0.1649,8275,35,1,1
VA,8 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,133000.0,0.1248,413.58,0.1459,12000,30,1,1
MD,9 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,62920.0,0.1848,344.65,0.1459,10000,38,1,1
GA,3 years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,150000.0,0.2344,865.92,0.1793,23975,25,1,1
PA,5 years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,44000.0,0.0971,361.48,0.1799,10000,8,1,1
FL,10+ years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,82000.0,0.0287,720.42,0.1774,20000,7,1,1
OH,9 years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,32400.0,0.163,175.79,0.16,5000,6,1,1
OK,1 year,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,74900.0,0.1184,645.26,0.1739,18000,13,1,0
KY,3 years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,35004.0,0.156,265.9,0.1756,7400,25,1,0
AZ,6 years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,660000.0,0.0049,357.47,0.1719,10000,17,1,1
IL,10+ years,F,MORTGAGE,Debt consolidation, 36 months,Not Verified,82000.0,0.1996,387.17,0.1608,20000,55,1,1
MA,< 1 year,G,MORTGAGE,Debt consolidation, 36 months,Not Verified,125000.0,0.1987,746.24,0.2121,19750,53,1,1
CA,10+ years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,39168.0,0.2485,210.83,0.1596,6000,30,1,1
VA,7 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,55500.0,0.1704,165.29,0.1527,4750,26,1,1
OH,7 years,C,MORTGAGE,Debt consolidation, 36 months,Not Verified,48996.0,0.1864,408.91,0.1379,12000,49,1,1
OH,8 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,90305.0,0.0951,344.65,0.1459,10000,25,1,1
AZ,6 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,85000.0,0.1074,711.22,0.1336,21000,18,1,1
MD,9 years,D,MORTGAGE,Debt consolidation, 36 months,Not Verified,65827.0,0.0924,209.71,0.1558,6000,8,1,1
FL,10+ years,E,MORTGAGE,Debt consolidation, 36 months,Not Verified,41760.0,0.2155,83.12,0.1493,2400,23,1,1
GA,3 years,A,OTHER,Debt consolidation, 36 months,Not Verified,25000.0,0.1915,350.34,0.0788,11200,18,1,1
NY,10+ years,B,OTHER,Debt consolidation, 36 months,Not Verified,66516.0,0.1093,591.54,0.1126,18000,21,1,1
CO,< 1 year,B,OTHER,Debt consolidation, 36 months,Not Verified,35000.0,0.1872,151.03,0.1008,7500,27,1,1
MO,1 year,D,OTHER,Debt consolidation, 36 months,Not Verified,57500.0,0.2385,457.52,0.1607,13000,27,1,1
FL,3 years,A,OWN,Debt consolidation, 36 months,Not Verified,53000.0,0.1429,233.9,0.079,7475,35,1,0
TX,6 years,A,OWN,Debt consolidation, 36 months,Not Verified,30000.0,0.2876,186.61,0.0749,6000,15,1,1
FL,10+ years,A,OWN,Debt consolidation, 36 months,Not Verified,69600.0,0.0916,187.75,0.079,6000,15,1,0
NC,10+ years,A,OWN,Debt consolidation, 36 months,Not Verified,123996.0,0.0989,210.84,0.0654,10000,28,1,1
GA,5 years,A,OWN,Debt consolidation, 36 months,Not Verified,35000.0,0.1707,311.11,0.0751,10000,17,1,0
FL,5 years,A,OWN,Debt consolidation, 36 months,Not Verified,50000.0,0.0288,261.98,0.0849,8300,16,1,1
MA,8 years,A,OWN,Debt consolidation, 36 months,Not Verified,65000.0,0.1678,156.41,0.0788,5000,33,1,1
NC,1 year,A,OWN,Debt consolidation, 36 months,Not Verified,15600.0,0.1569,183.5,0.0749,5900,10,1,1
FL,2 years,A,OWN,Debt consolidation, 36 months,Not Verified,26000.0,0.2718,220.83,0.0749,7100,14,1,1
NY,3 years,B,OWN,Debt consolidation, 36 months,Not Verified,65000.0,0.0602,197.47,0.1136,6000,14,1,1
IL,5 years,B,OWN,Debt consolidation, 36 months,Not Verified,45000.0,0.1483,336.81,0.1025,10400,19,1,1
PA,5 years,B,OWN,Debt consolidation, 36 months,Not Verified,50004.0,0.1315,330.91,0.1037,10200,15,1,0
NJ,5 years,B,OWN,Debt consolidation, 36 months,Not Verified,36000.0,0.2243,468.86,0.1062,14400,12,1,1
IL,1 year,B,OWN,Debt consolidation, 36 months,Not Verified,60000.0,0.1892,327.34,0.1099,10000,17,1,1
FL,2 years,B,OWN,Debt consolidation, 36 months,Not Verified,35000.0,0.1344,456.03,0.1065,14000,20,1,1
TX,< 1 year,B,OWN,Debt consolidation, 36 months,Not Verified,24000.0,0.089,203.39,0.1114,6200,16,1,1
FL,5 years,B,OWN,Debt consolidation, 36 months,Not Verified,24000.0,0.247,94.44,0.1183,2850,6,1,1
TX,2 years,B,OWN,Debt consolidation, 36 months,Not Verified,20800.0,0.1962,227.92,0.1062,7000,9,1,1
NJ,3 years,B,OWN,Debt consolidation, 36 months,Not Verified,30000.0,0.17,394.94,0.1136,12000,26,1,1
OR,1 year,C,OWN,Debt consolidation, 36 months,Not Verified,39689.0,0.2404,441.6,0.1357,13000,25,1,1
MT,10+ years,C,OWN,Debt consolidation, 36 months,Not Verified,55000.0,0.1822,339.69,0.1357,10000,29,1,1
MN,2 years,C,OWN,Debt consolidation, 36 months,Not Verified,38000.0,0.2451,168.45,0.1299,5000,26,1,1
CA,2 years,C,OWN,Debt consolidation, 36 months,Not Verified,62000.0,0.2392,333.94,0.1379,9800,12,1,1
CT,3 years,C,OWN,Debt consolidation, 36 months,Not Verified,55000.0,0.214,152.69,0.1349,4500,16,1,0
CA,4 years,C,OWN,Debt consolidation, 36 months,Not Verified,24000.0,0.0785,134.76,0.1299,4000,8,1,1
AR,4 years,C,OWN,Debt consolidation, 36 months,Not Verified,24000.0,0.214,164.01,0.1472,4750,15,1,1
NY,1 year,C,OWN,Debt consolidation, 36 months,Not Verified,34800.0,0.2414,336.9,0.1299,10000,17,1,1
FL,2 years,C,OWN,Debt consolidation, 36 months,Not Verified,57068.0,0.1749,55.65,0.1523,1600,13,1,1
MA,< 1 year,C,OWN,Debt consolidation, 36 months,Not Verified,40000.0,0.0057,219.42,0.1422,6400,13,1,0
HI,1 year,C,OWN,Debt consolidation, 36 months,Not Verified,29000.0,0.2326,210.21,0.1287,6250,28,1,1
CA,7 years,C,OWN,Debt consolidation, 36 months,Not Verified,87500.0,0.1589,413.94,0.1465,12000,29,1,1
FL,< 1 year,C,OWN,Debt consolidation, 36 months,Not Verified,41196.0,0.1186,111.18,0.1299,3300,4,1,1
NY,4 years,C,OWN,Debt consolidation, 36 months,Not Verified,45000.0,0.1912,672.36,0.1284,20000,44,1,1
TX,3 years,D,OWN,Debt consolidation, 36 months,Not Verified,97000.0,0.1873,510.8,0.1565,14600,37,1,1
CA,1 year,D,OWN,Debt consolidation, 36 months,Not Verified,22000.0,0.1375,294.88,0.1505,8500,10,1,1
GA,10+ years,D,OWN,Debt consolidation, 36 months,Not Verified,144000.0,0.024,246.07,0.1599,7000,15,1,0
CA,2 years,D,OWN,Debt consolidation, 36 months,Not Verified,36928.26,0.2437,272.62,0.1558,7800,11,1,0
TX,3 years,D,OWN,Debt consolidation, 36 months,Not Verified,28000.0,0.1213,421.89,0.16,12000,32,1,0
TX,8 years,D,OWN,Debt consolidation, 36 months,Not Verified,44000.0,0.0614,313.34,0.1531,9000,25,1,1
OH,< 1 year,D,OWN,Debt consolidation, 36 months,Not Verified,36000.0,0.048,87.89,0.1599,2500,5,1,0
CA,< 1 year,D,OWN,Debt consolidation, 36 months,Not Verified,20400.0,0.1929,130.97,0.1459,3800,27,1,0
